Unnamed: 0,id,full_text,screen_name,state,stance,med,date,week,wave,desensitized_text,masked_prediction,prediction
4620,1313508500656529408,"Dr. Ralph Baric, a @UNCpublichealth researcher who helped develop #remdesivir, discusses the drug's role in treating the president's #coronavirus infection. ",UNCpublichealth,North Carolina,0,False,2020-10-06,37,2,"Dr. Ralph Baric, a @USER researcher who helped develop @USER, discusses the drug's role in treating the president's @USER infection.",0,0
13178,1317576110096420864,WHO study finds remdesivir didn't help COVID-19 patients ,dwh112655,Ohio,1,False,2020-10-17,39,2,WHO study finds remdesivir didn't help COVID-19 patients,1,1
14578,1329764510408781825,WHO advises against Gilead’s remdesivir for all hospitalised COVID-19 patients #SmartNews  ,baileys_boo1,Pennsylvania,1,False,2020-11-20,44,2,WHO advises against Gilead’s remdesivir for all hospitalised COVID-19 patients @USER,1,1
21361,1262445420942438404,COVID-19 drug: Remdesivir a step closer in EU?  ,ReutersTV,New York,0,False,2020-05-18,17,1,COVID-19 drug: Remdesivir a step closer in EU?,0,0
42231,1248965085017456643,Here's a good critique of the paper describing #remdesivir in patients with #coronavirus / #COVID19 ,maggiemerch,Colorado,0,True,2020-04-11,12,1,Here's a good critique of the paper describing @USER in patients with @USER / @USER,0,0
11065,1290732150518677505,"it is worth noting that Brigham Health has a major contract with Big Pharma’s Gilead Sciences Inc, related to the development of the Remdesivir drug for the treatment of COVID-19 ",Landau_18901,Pennsylvania,0,False,2020-08-04,28,1,"it is worth noting that Brigham Health has a major contract with Big Pharma’s Gilead Sciences Inc, related to the development of the Remdesivir drug for the treatment of COVID-19",0,0
21436,1256024792194482176,FDA Fast-Tracks Remdesivir for Emergency Use Following Positive Coronavirus Trial Results ,GoodBoy10204293,Texas,2,False,2020-05-01,15,1,FDA Fast-Tracks Remdesivir for Emergency Use Following Positive Coronavirus Trial Results,2,2
22484,1312575014533656576,The latest on President Trump's #COVID19 case-WH says he's doing well. Blood Oxygen levels are good and he had a second dose of Remdesivir. ,lindseytheis,Colorado,2,False,2020-10-04,37,2,The latest on President Trump's @USER case-WH says he's doing well. Blood Oxygen levels are good and he had a second dose of Remdesivir.,0,2
33361,1316520529910788097,"@thehill LERONLIMAB-The Known Covid19 Cure. 
ZERO Viral Load In Days! Pristine Safety!
They All Know It! Let’sGoFDA? UK?
Delayed Approvals=More Death On &amp; On
Remdesivir=OrganDamage/AFIB

Trump?Biden?FirstToMention Leron Is ThePraised Hero
FR24News:(fromForbesMag) 
",WilliamLMonett1,Tennessee,2,False,2020-10-14,39,2,@USER LERONLIMAB-The Known Covid19 Cure. ZERO Viral Load In Days! Pristine Safety! They All Know It! Let’sGoFDA? UK? Delayed Approvals=More Death On &amp; On Remdesivir=OrganDamage/AFIB Trump?Biden?FirstToMention Leron Is ThePraised Hero FR24News:(fromForbesMag),2,2
3732,1316907477372444674,Massive WHO Study Shows Remdesivir Doesn't Lower COVID-19 Mortality | Zero Hedge ,anniecherokee,Kansas,1,False,2020-10-16,39,2,Massive WHO Study Shows Remdesivir Doesn't Lower COVID-19 Mortality | Zero Hedge,1,1
33657,1319701914326622214,Perfectly orchestrated GOP BULLSHIT! FDA approves Gilead's remdesivir as coronavirus treatment ,KarlMcKinnie,New York,1,False,2020-10-23,40,2,Perfectly orchestrated GOP BULLSHIT! FDA approves Gilead's remdesivir as coronavirus treatment,2,1
8291,1255795633585377280,"via .@NYTimes “The early results of a trial of an experimental drug left White House officials hopeful. President Trump is pressing a crash vaccine program, but experts see risk in a rushed process.” #coronavirus #remdesivir  ",PaulaMariaAussi,Alaska,1,False,2020-04-30,15,1,"via .@USER “The early results of a trial of an experimental drug left White House officials hopeful. President Trump is pressing a crash vaccine program, but experts see risk in a rushed process.” @USER @USER",1,1
14722,1360927273386409986,“Remdesivir appears effective against the new strains. It is the only FDA-approved antiviral for Covid-19. It’s limited to hospital patients. Antivirals stop viruses from replicating and are most effective early in an illness.” ,NicLott,Mississippi,2,False,2021-02-14,56,2,“Remdesivir appears effective against the new strains. It is the only FDA-approved antiviral for Covid-19. It’s limited to hospital patients. Antivirals stop viruses from replicating and are most effective early in an illness.”,2,2
27447,1280097917009907712,"India Cases Top Russia; EU Wants Remdesivir Deal: Virus Update - BBG

",OpenOutcrier,Illinois,0,False,2020-07-06,24,1,India Cases Top Russia; EU Wants Remdesivir Deal: Virus Update - BBG,0,0
20778,1417528030264758275,Remdesivir treatment period for COVID-19 patients kept hospital beds full while they were scarce ,KCRG,Iowa,0,False,2021-07-20,78,3,Remdesivir treatment period for COVID-19 patients kept hospital beds full while they were scarce,0,0
12059,1319419434528874496,"Treatment drug Remdesivir only for emergency &amp; must be paid for per the commercial I heatd Trump said it will be free it does not matter only for emergency, what do that mean? ",iamoneblessedla,Florida,0,False,2020-10-22,40,2,"Treatment drug Remdesivir only for emergency &amp; must be paid for per the commercial I heatd Trump said it will be free it does not matter only for emergency, what do that mean?",0,0
4081,1317620812426350592,I don't approve of #TrumpTheSnake and would hope that no one else approves of #TrumpTheSnake who spent millions of our tax dollars buying up a 3-month supply of the COVID-ineffective drug Remdesivir to keep the rest of the world from having it.,IronStarRosse,California,1,True,2020-10-18,39,2,I don't approve of @USER and would hope that no one else approves of @USER who spent millions of our tax dollars buying up a 3-month supply of the COVID-ineffective drug Remdesivir to keep the rest of the world from having it.,1,1
6536,1248775876260569088,"Gilead has started phase 3 trials of its experimental antiviral drug remdesivir in the UK in patients with moderate-to-severe COVID-19, with results expected within weeks.  via @pmlivecom",euanrellie,New York,0,False,2020-04-11,12,1,"Gilead has started phase 3 trials of its experimental antiviral drug remdesivir in the UK in patients with moderate-to-severe COVID-19, with results expected within weeks. via @USER",2,0
45132,1297898924657737729,"@FDASpox @MayoClinic Mortality at 100 days would be more clinically relevant.  Also, are these results adjusted for use of effective treatments such as remdesivir and dexamethasone? And for when in the pandemic treated? Intensivists have improved care over time, particularly ventilatory support.",neilblumberg1,New York,2,True,2020-08-24,31,1,"@USER @USER Mortality at 100 days would be more clinically relevant. Also, are these results adjusted for use of effective treatments such as remdesivir and dexamethasone? And for when in the pandemic treated? Intensivists have improved care over time, particularly ventilatory support.",2,2
1869,1436076428156616705,@RandPaul Dr. Bryan Ardis With The Most Stunning Truth About Covid Fauci &amp; Remdesivir You Could Never Imagine | Opinion - Conservative | Before It's News ,SharonSarotte,Michigan,2,False,2021-09-09,86,3,@USER Dr. Bryan Ardis With The Most Stunning Truth About Covid Fauci &amp; Remdesivir You Could Never Imagine | Opinion - Conservative | Before It's News,2,2
28022,1329751998334373888,World Health Organization Rejects Antiviral Drug Remdesivir as Covid-19 Treatment ,JohnLothian,Illinois,1,False,2020-11-20,44,2,World Health Organization Rejects Antiviral Drug Remdesivir as Covid-19 Treatment,1,1
4346,1318193257424277504,"@PeterHotez Covid19-TheKnownPotentCure-LERONLIMAB
They All Know It!
Let’sGoFDA? UK?
ZERO Viral Load In Days/Pristine Safety!
Delayed Approvals=More Death…....
Remdesivir=OrganDamage &amp; AFIB

Trump?Biden?FirstToMention Leron Is ThePraised Hero
FR24News:(fromForbesMag) 
",WilliamLMonett1,Tennessee,2,False,2020-10-19,39,2,@USER Covid19-TheKnownPotentCure-LERONLIMAB They All Know It! Let’sGoFDA? UK? ZERO Viral Load In Days/Pristine Safety! Delayed Approvals=More Death….... Remdesivir=OrganDamage &amp; AFIB Trump?Biden?FirstToMention Leron Is ThePraised Hero FR24News:(fromForbesMag),2,2
16092,1389140218985451521,"13/n If oxygen saturation falls below that, go to hospital in
an ambulance that has a working oxygen tank. Prone position. Fluids. Oxygen. Dexamethasone. Remdesivir and Toci only under medical supervision (does not reduce deaths in severe Covid).",DrSidMukherjee,New York,2,True,2021-05-03,67,2,"13/n If oxygen saturation falls below that, go to hospital in an ambulance that has a working oxygen tank. Prone position. Fluids. Oxygen. Dexamethasone. Remdesivir and Toci only under medical supervision (does not reduce deaths in severe Covid).",2,2
3176,1410533365585874949,"They know the vital role of NAC in covid. .they allow only dangerous drugs  remdesivir, steroid, vac, tocilicumab. Not  ivm, hccq,  NAC etc which is in use for decades and proven safety. ",shelmi112,New Hampshire,2,False,2021-07-01,76,2,"They know the vital role of NAC in covid. .they allow only dangerous drugs remdesivir, steroid, vac, tocilicumab. Not ivm, hccq, NAC etc which is in use for decades and proven safety.",2,2
2550,1438991953916465154,Are folks who take care of COVID inpatients still prescribing remdesivir? The data seem increasingly weak.,AlexHarding7,Massachusetts,1,False,2021-09-17,87,3,Are folks who take care of COVID inpatients still prescribing remdesivir? The data seem increasingly weak.,1,1
8271,1255629199722704896,"Such great news! 

Back in early March, we helped sponsor a competition to use machine learning to predict effective covid-19 treatments. 

Guess what the winning project predicted? 

Remdesivir. ",flyJetML,Oregon,0,True,2020-04-29,15,1,"Such great news! Back in early March, we helped sponsor a competition to use machine learning to predict effective covid-19 treatments. Guess what the winning project predicted? Remdesivir.",2,0
5969,1270074991833423873,"Finding a fair profit for Gilead on coronavirus-fighting drug, Remdesivir  via @YouTube",cottonwood100,Illinois,1,False,2020-06-08,20,1,"Finding a fair profit for Gilead on coronavirus-fighting drug, Remdesivir via @USER",0,1
7751,1256619063859728384,"Gilead Sciences, the drugmaker behind the experimental COVID-19 treatment remdesivir, spent more on lobbying Congress and the administration in the first quarter of 2020 than it ever has before, according to federal filings. ",fxp123,Georgia,0,False,2020-05-02,15,1,"Gilead Sciences, the drugmaker behind the experimental COVID-19 treatment remdesivir, spent more on lobbying Congress and the administration in the first quarter of 2020 than it ever has before, according to federal filings.",0,0
33873,1314811062865268736,"absolutely
-during the debate he was a hot sweaty flushed mess
-two. days. later. he's flown to &amp; admitted to Walter Reed
-very next day he starts regeneron/remdesivir infusions
-in hospital for 3 days (clearly should have stayed longer)

he was COVID positive waaay before debate ",ReidMadelynn,Ohio,0,False,2020-10-10,38,2,absolutely -during the debate he was a hot sweaty flushed mess -two. days. later. he's flown to &amp; admitted to Walter Reed -very next day he starts regeneron/remdesivir infusions -in hospital for 3 days (clearly should have stayed longer) he was COVID positive waaay before debate,0,0
18191,1445469857315655694,"@CAPublicHealth 
Do NOT get the jab- it’s full of poison. Covid isn’t what’s killing people-remdesivir (treatment med) is the culprit. Causes kidney failure i.e.pneumonia. #VaccinePassport #NoMandatoryVaccines",SwissPiggy,California,1,False,2021-10-05,89,3,@USER Do NOT get the jab- it’s full of poison. Covid isn’t what’s killing people-remdesivir (treatment med) is the culprit. Causes kidney failure i.e.pneumonia. @USER @USER,1,1
40473,1255551107507433472,"Dr. Fauci: Remdesivir has 'significant effect' on diminishing COVID recovery time

",JoeFreedomLove,California,2,False,2020-04-29,15,1,Dr. Fauci: Remdesivir has 'significant effect' on diminishing COVID recovery time,2,2
24898,1257345687399870468,Coronavirus remdesivir update: Gilead CEO says drug available to patients this week ,ghostofhypotia,North Carolina,0,False,2020-05-04,15,1,Coronavirus remdesivir update: Gilead CEO says drug available to patients this week,0,0
27615,1281730184551571458,"@SenSanders @GileadSciences 👋🏼 I'm an author of the op ed, w/ .@xianurrutia &amp; @jbkrell (@PrEP4AllNow). Thanks, @SenSanders, for sharing! A point to stress: the US &amp; world face a shortage of remdesivir, even as new infections spike. The #1 problem is supply. Our proposal addresses it. ",cmorten2,New York,0,False,2020-07-10,25,1,"@USER @USER 👋🏼 I'm an author of the op ed, w/ .@USER &amp; @USER (@USER). Thanks, @USER, for sharing! A point to stress: the US &amp; world face a shortage of remdesivir, even as new infections spike. The @USER problem is supply. Our proposal addresses it.",0,0
7792,1256267050361802752,"How Gilead's coronavirus drug breakthrough is setting the tone for other potential treatments.

$GILD: one now has to compare with remdesivir or work with remdesivir

  via @YahooFinance",AnjKhem,New York,2,False,2020-05-01,15,1,How Gilead's coronavirus drug breakthrough is setting the tone for other potential treatments. $GILD: one now has to compare with remdesivir or work with remdesivir via @USER,0,2
42726,1305481495449042946,#Baricitinib in Combination with #Remdesivir Reduces Time to Recovery by a median of 1 day compared to Remdesivir alone in Hospitalized Patients with #COVID19 in NIAID-Sponsored ACTT-2 Trial. Press release  ,CMichaelGibson,Maryland,2,False,2020-09-14,34,1,@USER in Combination with @USER Reduces Time to Recovery by a median of 1 day compared to Remdesivir alone in Hospitalized Patients with @USER in NIAID-Sponsored ACTT-2 Trial. Press release,2,2
26240,1461428446706470917,"@khuwig1 In last couple months pt  were to be obs if on 2l or less o2 no tachypnea over 24, and on remdesivir. That was a change from early in pandemic when any Covid was IP.   Insurance started denying IP in the last several months so now they could be obs even if on o2.",amye_75,Pennsylvania,2,False,2021-11-18,96,3,"@USER In last couple months pt were to be obs if on 2l or less o2 no tachypnea over 24, and on remdesivir. That was a change from early in pandemic when any Covid was IP. Insurance started denying IP in the last several months so now they could be obs even if on o2.",2,2
25822,1293221208805257216,Gilead submit drug application to @US_FDA for remdesivir to treat #COVID19 patients. ,eMPR,New York,0,False,2020-08-11,29,1,Gilead submit drug application to @USER for remdesivir to treat @USER patients.,0,0
10501,1277629494984011783,CHINA Stole Remdesivir from Gilead then Tried to Patent the Drug in January -- Knowing Months Ago It Would Treat Coronavirus and Trying to Make Money off the Pandemic  via @gatewaypundit,G_lame3,Texas,2,False,2020-06-29,23,1,CHINA Stole Remdesivir from Gilead then Tried to Patent the Drug in January -- Knowing Months Ago It Would Treat Coronavirus and Trying to Make Money off the Pandemic via @USER,2,2
8661,1369979614739718145,"Roche's Tocilizumab, Gilead's Remdesivir Combo Fails To Improve Hospital Discharge Time in COVID-19 Study

Related Tickers: $GILD $RHHBF $RHHBY $RHHVF
Read more at: ",QuantData,Florida,1,False,2021-03-11,60,2,"Roche's Tocilizumab, Gilead's Remdesivir Combo Fails To Improve Hospital Discharge Time in COVID-19 Study Related Tickers: $GILD $RHHBF $RHHBY $RHHVF Read more at:",0,1
22454,1404680737069035523,"4-2021:  In a study just released today from Bihar, India, the extremely well tolerated psoriasis drug, Alzumab (itolizumab), got blamed for ""2nd-degree heart block"" in a 65-year old, COVID-19 man.  ""The patient was receiving QT prolonging drug remdesivir""
",rmchavin,Hawaii,1,False,2021-06-15,73,2,"4-2021: In a study just released today from Bihar, India, the extremely well tolerated psoriasis drug, Alzumab (itolizumab), got blamed for ""2nd-degree heart block"" in a 65-year old, COVID-19 man. ""The patient was receiving QT prolonging drug remdesivir""",2,1
30539,1319673811558494208,"Yesterday, in some pretty massive news, the #FDA officially approved #remdesivir, Gilead Sciences' antiviral drug treatment for patients with #COVID19 requiring hospitalization. ",ExcedrInc,California,2,False,2020-10-23,40,2,"Yesterday, in some pretty massive news, the @USER officially approved @USER, Gilead Sciences' antiviral drug treatment for patients with @USER requiring hospitalization.",2,2
11316,1290731735009751040,"Coronavirus updates: States push for more remdesivir; 13 nuns die in Michigan convent; 'It is what it is,' Trump says about death toll  SO SAD/I HOPE THEY DONT DIE/BUT EVERY IDIOT WAS AT THAT HOLLYWOOD HILLS HOUSE PARTY GETS SICK/WITH THE DIARRHEA SCENIO",plaidanimal,California,1,False,2020-08-04,28,1,"Coronavirus updates: States push for more remdesivir; 13 nuns die in Michigan convent; 'It is what it is,' Trump says about death toll SO SAD/I HOPE THEY DONT DIE/BUT EVERY IDIOT WAS AT THAT HOLLYWOOD HILLS HOUSE PARTY GETS SICK/WITH THE DIARRHEA SCENIO",0,1
33190,1313361427277721601,That man is taking remdesivir to treat covid that means he definitely has pneumonia! Idc but they all need to stop lying. Covid is getting the best of him,ashingtonn,Texas,1,False,2020-10-06,37,2,That man is taking remdesivir to treat covid that means he definitely has pneumonia! Idc but they all need to stop lying. Covid is getting the best of him,2,1
40119,1255913966779449344," ...he agreed to scale back the briefings after drawing sharp criticism for raising the idea that Americans might get virus protection by injecting disinfectants.""  

He ensured his win by linking UV light &amp; water to protection via claims about remdesivir.",microRNApro,Georgia,1,False,2020-04-30,15,1,"...he agreed to scale back the briefings after drawing sharp criticism for raising the idea that Americans might get virus protection by injecting disinfectants."" He ensured his win by linking UV light &amp; water to protection via claims about remdesivir.",1,1
26934,1279036162623934464,"How many drugs will the US Gov purchase before they are fully tested? 

US Buys World Supply Of Remdesivir For Coronavirus- What Does That Mean For Public Health And Our Future? - Forbes  via @GoogleNews",Charles_BSwans,Arizona,0,False,2020-07-03,24,1,How many drugs will the US Gov purchase before they are fully tested? US Buys World Supply Of Remdesivir For Coronavirus- What Does That Mean For Public Health And Our Future? - Forbes via @USER,0,0
45393,1388200082151936001,"*Critical ICU* Lungs severe CT 24/25, Covid+ w/pneu, oxygen Dropping rapidly,need for AB+ plasma, oxy cyl and remdesivir inj*
Name: MinhajAlam Age: 34 Sex: M Blood gp:AB+ Hospital:Vinayak Hospital, Sector-27, Noida. #SonuSood
Caretaker: Esteyaque Ahmed
Contact: +91 95557 61294",rishabh__sinha,Delaware,0,False,2021-04-30,67,2,"*Critical ICU* Lungs severe CT 24/25, Covid+ w/pneu, oxygen Dropping rapidly,need for AB+ plasma, oxy cyl and remdesivir inj* Name: MinhajAlam Age: 34 Sex: M Blood gp:AB+ Hospital:Vinayak Hospital, Sector-27, Noida. @USER Caretaker: Esteyaque Ahmed Contact: +91 95557 61294",0,0
41407,1323353307243569155,"@_youhadonejob1 Please take it easy! I spent 23 days in the hospital, 5 in the ICU. I am home now but on oxygen. This virus is serious! Even after Remdesivir, Convalescent Plasma and Dexamethesone I am still feeling plenty of fatigue. I wish you and your wife a speedy recovery! 😷",cjg917,New York,2,True,2020-11-02,41,2,"@USER Please take it easy! I spent 23 days in the hospital, 5 in the ICU. I am home now but on oxygen. This virus is serious! Even after Remdesivir, Convalescent Plasma and Dexamethesone I am still feeling plenty of fatigue. I wish you and your wife a speedy recovery! 😷",2,2
43035,1312332921643192321,Remdesivir Treatment for Trump Costs More For an Average American Than What He Reportedly Paid in Taxes     Our free media continues to espouse Socialism and promote class envy (or conflict),delbert_earl,Florida,1,False,2020-10-03,37,2,Remdesivir Treatment for Trump Costs More For an Average American Than What He Reportedly Paid in Taxes Our free media continues to espouse Socialism and promote class envy (or conflict),1,1
20077,1281596301440774146,Gilead says coronavirus treatment remdesivir reduces risk of death in severe COVID-19 patients  ,Covensure,Michigan,1,False,2020-07-10,25,1,Gilead says coronavirus treatment remdesivir reduces risk of death in severe COVID-19 patients,2,1
44976,1264352935120711680,"Results from the remdesivir COVID-19 trial are out, and it’s good news ",4danlopez,Illinois,0,False,2020-05-24,18,1,"Results from the remdesivir COVID-19 trial are out, and it’s good news",2,0
20551,1279483120706891783,"@Gammababe @TeamCavuto That, and it’s cheap. Plus Fauci is in bed with Gilead, the maker of Remdesivir. It costs about $3200 dollars per COVID patient to treat.",_Firejumper,Mississippi,2,False,2020-07-04,24,1,"@USER @USER That, and it’s cheap. Plus Fauci is in bed with Gilead, the maker of Remdesivir. It costs about $3200 dollars per COVID patient to treat.",2,2
4039,1317040491901440000,"Who is  befuddled ...
WHO names Remdesivir among medicines not efficient against coronavirus 

",FLBigBass,Florida,1,False,2020-10-16,39,2,Who is befuddled ... WHO names Remdesivir among medicines not efficient against coronavirus,1,1
18814,1247383644760674310,1) Anti-viral drugs like remdesivir are in clinical trials; we probably won’t know for a few months their effectiveness in treating COVID. There are currently 51 clinical trials ,el_sabawi,North Carolina,0,False,2020-04-07,11,1,1) Anti-viral drugs like remdesivir are in clinical trials; we probably won’t know for a few months their effectiveness in treating COVID. There are currently 51 clinical trials,0,0
8398,1255618355433598976,"Complex Event Analysis on latest NEWS: 
20200429 1501 PST 
Top News Focus : 
(coronavirus,covid-19,remdesivir), (coronavirus,covid-19,world_health_organization), (coronavirus,covid-19,strikes)
",SiteFocusHQ,California,0,False,2020-04-29,15,1,"Complex Event Analysis on latest NEWS: 20200429 1501 PST Top News Focus : (coronavirus,covid-19,remdesivir), (coronavirus,covid-19,world_health_organization), (coronavirus,covid-19,strikes)",0,0
36979,1290301176387256320,@LucyDBrown @KimiChernoby @Brief_19 NIH says chloroquine works for sars. Gilead says since remdesivir works for sars it should work for covid. So that means chloroquine should work for covid ,chris_g_2121,Arizona,2,False,2020-08-03,28,1,@USER @USER @USER NIH says chloroquine works for sars. Gilead says since remdesivir works for sars it should work for covid. So that means chloroquine should work for covid,2,2
30470,1319683943809961985,"Gilead $GILD has received the first approval for a Covid-19 drug. The FDA approved its antiviral remdesivir. It was 1 of the drugs President Trump was given when he had Covid-19. Trials have shown that remdesivir can speed up recovery, but has shown little effect on mortality.",TerrillCharming,California,1,False,2020-10-23,40,2,"Gilead $GILD has received the first approval for a Covid-19 drug. The FDA approved its antiviral remdesivir. It was 1 of the drugs President Trump was given when he had Covid-19. Trials have shown that remdesivir can speed up recovery, but has shown little effect on mortality.",1,1
37255,1291842110094741509,.@pfizer to make @GileadSciences' remdesivir #COVID19 treatment  @PharmaProWorld,MassDevice,Ohio,2,False,2020-08-07,29,1,.@USER to make @USER' remdesivir @USER treatment @USER,2,2
5719,1277836505961115648,"Covid-19 treatment remdesivir priced at $3,120 for the typical patient  #remdesivir",gotconsult,California,0,False,2020-06-30,23,1,"Covid-19 treatment remdesivir priced at $3,120 for the typical patient @USER",0,0
