Unnamed: 0,id,full_text,screen_name,state,stance,med,date,week,wave,desensitized_text,masked_prediction,prediction
236088,1401359690496458753,"@danny_is_king42 @davebrooker322 @Clover_Jane84 @MollyJongFast @oneplanetmikey You may not remember the early 200s, but anyone speaking out against the WMD’s in Iraq narrative  were shunned &amp; censored.

Fast forward to today &amp; we could discuss the suppression of Ivermectin which in study after study is both safe &amp; effective in treating Covid. ",Cheese12987,CA,2,False,2021-06-06,72,2,"@USER @USER @USER @USER @USER You may not remember the early 200s, but anyone speaking out against the WMD’s in Iraq narrative were shunned &amp; censored. Fast forward to today &amp; we could discuss the suppression of Ivermectin which in study after study is both safe &amp; effective in treating Covid.",2,2
48656,1446983623219896320,"@MAGACertainty @dieteratswift @chasesfish @ScottAdamsSays What you define as its ""primary use"" isn't necessarily how it functions. Its function could be more fundamental than you know. If a Dr has a patient on ivermectin for other reasons, and they breeze through covid19, that dr might then realize ""hey, this does something beneficial""",NikolaLovig,California,2,False,2021-10-09,90,3,"@USER @USER @USER @USER What you define as its ""primary use"" isn't necessarily how it functions. Its function could be more fundamental than you know. If a Dr has a patient on ivermectin for other reasons, and they breeze through covid19, that dr might then realize ""hey, this does something beneficial""",2,2
161410,1433434763021504514,"@BuckSexton This is so idiotic! Ivermectin is not effective to prevent/treat COVID. The data is very clear, but hey, what do scientists and researchers know?!",AMCarmack,Illinois,1,False,2021-09-02,85,3,"@USER This is so idiotic! Ivermectin is not effective to prevent/treat COVID. The data is very clear, but hey, what do scientists and researchers know?!",1,1
87654,1445993477695700992,Ivermectin: How false science created a Covid fraud ,DavidSharesNews,California,1,False,2021-10-07,90,3,Ivermectin: How false science created a Covid fraud,1,1
153430,1432444315490467842,"@DrewOnTheRadio @kdubbs222 @TheJohnSenning Treatments for covid need to be found

Much like other viruses, vaccine are a part of the solution, but so too are prevention &amp; treatment

That said, ivermectin may be a part of it. Perhaps it's a compound within that's useful. We should wanna learn more

",migrant_patriot,Florida,0,False,2021-08-30,84,3,"@USER @USER @USER Treatments for covid need to be found Much like other viruses, vaccine are a part of the solution, but so too are prevention &amp; treatment That said, ivermectin may be a part of it. Perhaps it's a compound within that's useful. We should wanna learn more",2,0
196468,1433181304225337344,"You can take Ivermectin for Covid if you want to.

It’s your right.

It’s also my right to call you fucking stupid for taking horse dewormer for a viral infection it’s not approved for.",JustinPNW360,Washington,1,False,2021-09-01,85,3,You can take Ivermectin for Covid if you want to. It’s your right. It’s also my right to call you fucking stupid for taking horse dewormer for a viral infection it’s not approved for.,1,1
245235,1435278284388978690,The Hill doing a great disservice to the Ivermectin/HCQ crew here... ,ByEliott,GA,0,False,2021-09-07,85,3,The Hill doing a great disservice to the Ivermectin/HCQ crew here...,0,0
235052,1433481990595022849,"@HindChristopher @this_workin @joshuaicore @EricJRyanLaw @Popehat I’ll bite, how does a hand gun kill cancer cells in a Petrie dish?  Who claims vitamins kill cancer in a Petrie dish?  How is this pertinent to treating or preventing covid with ivermectin?  I have a sense of humor, but this proves you don’t.",Fancy_Reagan,Nebraska,1,False,2021-09-02,85,3,"@USER @USER @USER @USER @USER I’ll bite, how does a hand gun kill cancer cells in a Petrie dish? Who claims vitamins kill cancer in a Petrie dish? How is this pertinent to treating or preventing covid with ivermectin? I have a sense of humor, but this proves you don’t.",1,1
243168,1435369099480211460,"So, the CDC is providing Ivermectin to nearly all migrants for ""presumptive treatment"" of intestinal parasites. Gotcha. I don't want to hear another damn horse story about Ivermectin. Not one. 
Source:  ",CitizenKane919,NC,2,False,2021-09-07,85,3,"So, the CDC is providing Ivermectin to nearly all migrants for ""presumptive treatment"" of intestinal parasites. Gotcha. I don't want to hear another damn horse story about Ivermectin. Not one. Source:",2,2
36620,1434851822229938176,"Thinking out loud: people willing to ingest a livestock dewormer for an upper respiratory infection must be full of sh*t and great need of an anatomy lesson. 

#COVID19 #COVIDIOTS #DeltaVariant #GetVaccinatedNow #ivermectin",WillowsWay3,Florida,1,False,2021-09-06,85,3,Thinking out loud: people willing to ingest a livestock dewormer for an upper respiratory infection must be full of sh*t and great need of an anatomy lesson. @USER @USER @USER @USER @USER,0,1
271751,1428946045778673666,"@JwLove2befree @YangMeFaitRire @ToadWench @DHotwheelz It also affects the incubation of COVID and the immune response of the body - the ""cytokine storm"" that has been the cause of death of many COVID patients. 

Ivermectin is better, there's really no question of that. But Azythromycin is certainly different than aspirin.",tearoeprice,Virginia,2,False,2021-08-21,83,3,"@USER @USER @USER @USER It also affects the incubation of COVID and the immune response of the body - the ""cytokine storm"" that has been the cause of death of many COVID patients. Ivermectin is better, there's really no question of that. But Azythromycin is certainly different than aspirin.",1,2
228670,1449443213782171649,"@PierreKory Yeah, if this was a real pandemic and our “leaders” wanted to end it, they would be celebrating ivermectin. Plus, why is congress taking IVM if it doesn’t work???",jackiryanRN,Georgia,2,True,2021-10-16,91,3,"@USER Yeah, if this was a real pandemic and our “leaders” wanted to end it, they would be celebrating ivermectin. Plus, why is congress taking IVM if it doesn’t work???",2,2
94707,1442205995103657987,"@Stonekettle I made a one word reply on facebook to a guy screaming about Hillary enslaving &amp; eating babies: moron. Banned 30 days, again, for bullying. Hillary eating babies is apparently real, he wasn't banned. My ex-nurse mom has covid: no vax but took ivermectin. Mom's going to ban me ...",suzibikerbabe,Michigan,2,False,2021-09-26,88,3,"@USER I made a one word reply on facebook to a guy screaming about Hillary enslaving &amp; eating babies: moron. Banned 30 days, again, for bullying. Hillary eating babies is apparently real, he wasn't banned. My ex-nurse mom has covid: no vax but took ivermectin. Mom's going to ban me ...",2,2
172858,1434172100101693450,"@JohnRHornbuckle @RollingStone @brooklynmutt The FDA and the AMA are warning people constantly? The article is about antivaxxers with Covid occupying ERs and those overdosing on Ivermectin as well, poison control has reported a huge spike in Ivermectin poisoning which is easily verified.
They should be sent home.",walkswdog,Washington,2,False,2021-09-04,85,3,"@USER @USER @USER The FDA and the AMA are warning people constantly? The article is about antivaxxers with Covid occupying ERs and those overdosing on Ivermectin as well, poison control has reported a huge spike in Ivermectin poisoning which is easily verified. They should be sent home.",1,2
180918,1437187617305489410,"@dreadpirateiv @Mike_Auber @Knuddelmon @GalicianGL @LelainaPiercen @joncoopertweets Ivermectin may not be horse dewormer, however horse dewormer has ivermectin in it and is available over the counter.

And isn't that what this is about. The people know better than doctors &amp; scientists? Doctors wont prescribe ivermectin for covid, so John Q MAGAt heads to TSC? ",devon_a_montoya,Arizona,2,False,2021-09-12,86,3,"@USER @USER @USER @USER @USER @USER Ivermectin may not be horse dewormer, however horse dewormer has ivermectin in it and is available over the counter. And isn't that what this is about. The people know better than doctors &amp; scientists? Doctors wont prescribe ivermectin for covid, so John Q MAGAt heads to TSC?",2,2
40208,1402165492022980608,Epidemiological Evidence of benefits of #ivermectin in suppressing #covid19 #pandemic  ,abushoyeb,New York,2,True,2021-06-08,72,2,Epidemiological Evidence of benefits of @USER in suppressing @USER @USER,2,2
187709,1448549695798738944,"So, folks were doing 'measles parties' to help their kids get 'immunitiy'. Maybe they could do 'barn yard' parties, so folks could get worms, and get legitimate prescriptions for Ivermectin?

",RichParkerAK,AK,0,False,2021-10-14,91,3,"So, folks were doing 'measles parties' to help their kids get 'immunitiy'. Maybe they could do 'barn yard' parties, so folks could get worms, and get legitimate prescriptions for Ivermectin?",0,0
236226,1335829102217981953,"@DrEricDing The Q is: did G take Zelenko Protocol, Borody Protocol or both (HCQ &amp; Ivermectin w zinc &amp; lots of vit D). If he DID this &amp; proves Early Treatment works, he'll have a strong advantage over Fauci &amp; if Dems don't at LEAST advocate for Ivermectin ASAP, we'll lose on COVID in GA.",FuruKyouka,FL,2,False,2020-12-07,46,2,"@USER The Q is: did G take Zelenko Protocol, Borody Protocol or both (HCQ &amp; Ivermectin w zinc &amp; lots of vit D). If he DID this &amp; proves Early Treatment works, he'll have a strong advantage over Fauci &amp; if Dems don't at LEAST advocate for Ivermectin ASAP, we'll lose on COVID in GA.",2,2
85208,1448519601533296642,"@The_Real_Fly Rogan calls out Gupta? No, he wouldn’t let Sanjay get a word in and repeated himself multiple times. The fact is Joe is an idiot and Sanjay a neurosurgeon and scholar. Ivermectin has no evidence it prevents or treats COVID-19.",Integritys1,Florida,1,False,2021-10-14,91,3,"@USER Rogan calls out Gupta? No, he wouldn’t let Sanjay get a word in and repeated himself multiple times. The fact is Joe is an idiot and Sanjay a neurosurgeon and scholar. Ivermectin has no evidence it prevents or treats COVID-19.",1,1
193461,1439345087704489985,"PSA: This is a way to commit slow-suicide, just like with ivermectin. Topical medicines &amp; disinfectants, as well as animal medicines, are toxic when ingested by humans. #COVIDIOTS #Covid_19 #DeltaVariant #JustGetTheDamnVaccine #betadine #Ivermectin ",SchoolingDiana,Washington,1,False,2021-09-18,87,3,"PSA: This is a way to commit slow-suicide, just like with ivermectin. Topical medicines &amp; disinfectants, as well as animal medicines, are toxic when ingested by humans. @USER @USER @USER @USER @USER @USER",1,1
241552,1436493619389632513,Russell Brand Rips Coverage of Joe Rogan's Ivermectin Usage ,Idaho__Patriot,Idaho,1,False,2021-09-11,86,3,Russell Brand Rips Coverage of Joe Rogan's Ivermectin Usage,1,1
268813,1419995202538856448,"@DanDeLamater @WSJ Ivermectin is THE treatment option. It wiped COVID out when used as a prophylactic and early treatment in India, many places in Africa and Central America.  In Guatemala, they hand it out with positive tests and their hospitalization/ death rates are almost non existent.",MattRexChastain,GA,2,False,2021-07-27,79,3,"@USER @USER Ivermectin is THE treatment option. It wiped COVID out when used as a prophylactic and early treatment in India, many places in Africa and Central America. In Guatemala, they hand it out with positive tests and their hospitalization/ death rates are almost non existent.",2,2
82758,1457004610439290883,"@KenDavidoff Rodgers is WRONG for how he handled this. However, SI, you &amp; everyone claiming he got Covid because he’s non-vaccinated are also wrong. SI is wrong for “cherry picking” from is statement focusing on Ivermectin rather than his treatment w/monoclonal antibodies which do cure Covid",FSchaeffer06,Florida,2,False,2021-11-06,94,3,"@USER Rodgers is WRONG for how he handled this. However, SI, you &amp; everyone claiming he got Covid because he’s non-vaccinated are also wrong. SI is wrong for “cherry picking” from is statement focusing on Ivermectin rather than his treatment w/monoclonal antibodies which do cure Covid",2,2
186112,1340443342677680128,"@news10nbc #Ivermectin may help solve the COVID-19 crisis. It needs an NIH recommendation to move forward.

Watch the video on the main page with the United States Senate committee.

The doctors are calling it a wonder drug.

~

",DavidStevenson1,NY,2,False,2020-12-19,48,2,@USER @USER may help solve the COVID-19 crisis. It needs an NIH recommendation to move forward. Watch the video on the main page with the United States Senate committee. The doctors are calling it a wonder drug. ~,2,2
5059,1449040871559610370,"@lbaltz @ezln323 @ClayTravis Both India and El Salvador have been giving Ivermectin as part of their home prevention kits for Covid and it has been found to highly effective against Covid. The FDA is not the be all, end all of medical info and knowledge in this world.",JenoftheDEN,Colorado,2,False,2021-10-15,91,3,"@USER @USER @USER Both India and El Salvador have been giving Ivermectin as part of their home prevention kits for Covid and it has been found to highly effective against Covid. The FDA is not the be all, end all of medical info and knowledge in this world.",2,2
128410,1428946893296390146,"@thehill There is a HUMAN FORMULA OF IVERMECTIN that can be prescribed by doctors, but residents are buying the animal paste at farm supply stores and taking it at home, according to the health department release…
#Ivermectin #COVID-19 pandemic | Biloxi Sun Herald",MickeyTulip,California,0,False,2021-08-21,83,3,"@USER There is a HUMAN FORMULA OF IVERMECTIN that can be prescribed by doctors, but residents are buying the animal paste at farm supply stores and taking it at home, according to the health department release… @USER @USER-19 pandemic | Biloxi Sun Herald",0,0
159726,1434545075795726337,"BREAKING: Rolling Stone releases ""Top 100 Treatments for Covid"" list and includes Nickelback and Creed over Ivermectin.",heyitst0m,NY,2,False,2021-09-05,85,3,"BREAKING: Rolling Stone releases ""Top 100 Treatments for Covid"" list and includes Nickelback and Creed over Ivermectin.",2,2
243601,1432923670725505028,"Right now, an Ohio man with COVID-19 is being treated with ivermectin, a drug commonly used as an animal dewormer. 💊🏥
",KFOX14,Texas,2,False,2021-09-01,85,3,"Right now, an Ohio man with COVID-19 is being treated with ivermectin, a drug commonly used as an animal dewormer. 💊🏥",2,2
122980,1448766831750221829,"@NickAdamsinUSA My husband and I had covid about a month ago!  We also took Ivermectin in addition to Vit D&amp;C, and Zinc!!",SJoBailey,Indiana,2,False,2021-10-14,91,3,"@USER My husband and I had covid about a month ago! We also took Ivermectin in addition to Vit D&amp;C, and Zinc!!",2,2
215555,1450219649489117189,"Lawsuits seek to allow ivermectin as treatment for COVID-19 #ivermectin #crown
 ",Crown_Financial,Mississippi,2,False,2021-10-18,91,3,Lawsuits seek to allow ivermectin as treatment for COVID-19 @USER @USER,2,2
109356,1430559089294200832,"What the heck is WRONG with this guy?! 
Inmates are not cows or horses! 
Nor is Covid a parasite!⁦STOP GIVING IVERMECTIN to inmates! Family members of inmates being treated with this drug should SUE Washington County!
⁦⁦@WashingtonCoSO⁩  ",WFPB_Is_Best,Florida,2,False,2021-08-25,84,3,What the heck is WRONG with this guy?! Inmates are not cows or horses! Nor is Covid a parasite!⁦STOP GIVING IVERMECTIN to inmates! Family members of inmates being treated with this drug should SUE Washington County! ⁦⁦@USER⁩,2,2
265883,1455859574343454729,"Yet another ivermectin study retracted. I'm losing count of the retractions.
How many hundreds of thousands of Americans have taken #ivermectin?

Participate in clinical trials if you would like to help the world find answers for possible #covid19 therapy.
 ",boulware_dr,MN,0,True,2021-11-03,94,3,Yet another ivermectin study retracted. I'm losing count of the retractions. How many hundreds of thousands of Americans have taken @USER? Participate in clinical trials if you would like to help the world find answers for possible @USER therapy.,1,0
258035,1429974369296699394,My mobile vet mentioned she's having trouble getting ivermectin. All I have to say is if you think ivermectin will keep the covid cooties away then you really shouldn't be reproducing. ,CantStandya2018,NC,0,False,2021-08-24,83,3,My mobile vet mentioned she's having trouble getting ivermectin. All I have to say is if you think ivermectin will keep the covid cooties away then you really shouldn't be reproducing.,1,0
38898,1420750142643130375,"@danmccay Insert your foot into your mouth please. #utpol #utleg Dan is way out of his lane. Attorney or epidemiologist?? I don’t see a vet for my heart attack. Ivermectin doesn’t work either Dan. 

",UTDHC,Utah,1,False,2021-07-29,80,3,@USER Insert your foot into your mouth please. @USER @USER Dan is way out of his lane. Attorney or epidemiologist?? I don’t see a vet for my heart attack. Ivermectin doesn’t work either Dan.,1,1
97506,1443483236454207494,"@DLoesch It's time for Ivermectin mandates.  Every employer should be forced to force every employee to take Ivermectin every morning to enter work, even to logon to work systems from home.  Any employees who refuse should be fired.

I don't actually support COVID tyranny. But it'd end it",tbierly,California,0,True,2021-09-30,89,3,"@USER It's time for Ivermectin mandates. Every employer should be forced to force every employee to take Ivermectin every morning to enter work, even to logon to work systems from home. Any employees who refuse should be fired. I don't actually support COVID tyranny. But it'd end it",2,0
221355,1458152764484341762,"Oscar The Grouch Refuses The Vaccine, Stocks Up On Ivermectin  via @TheBabylonBee",TheTybeeTimes,GA,2,False,2021-11-09,94,3,"Oscar The Grouch Refuses The Vaccine, Stocks Up On Ivermectin via @USER",2,2
154062,1432804194029916174,"What an outrage she had to resort to the legal system. 🤨

Ohio Judge Orders Hospital to Treat Ventilated COVID-19 Patient With Ivermectin 
 
Download our app to read more at ",juliems3,Michigan,2,False,2021-08-31,84,3,What an outrage she had to resort to the legal system. 🤨 Ohio Judge Orders Hospital to Treat Ventilated COVID-19 Patient With Ivermectin Download our app to read more at,2,2
251017,1422296729337085957,"@LindseyGrahamSC Haven't you heard of Ivermectin, HCQ, Budesonide, Zinc, Azithromycin, Vit. C, Vit. D, NAC, Glutathione, etc etc? Covid is very treatable.",JFulleman,Virginia,2,False,2021-08-02,80,3,"@USER Haven't you heard of Ivermectin, HCQ, Budesonide, Zinc, Azithromycin, Vit. C, Vit. D, NAC, Glutathione, etc etc? Covid is very treatable.",2,2
224030,1359880239019667458,@gorskon India is leading in lowest Covid-19 deaths. See attached pic. Delhi has 10.9M people and ZERO deaths on their latest city report!  Why? Ivermectin. #ivermectin #followthescience @Covid19Critical  ,louisaclary,TN_ AZ,2,False,2021-02-11,56,2,@USER India is leading in lowest Covid-19 deaths. See attached pic. Delhi has 10.9M people and ZERO deaths on their latest city report! Why? Ivermectin. @USER @USER @USER,2,2
162746,1399908492790620172,COVID Deaths Plunge after Major World City Introduces Ivermectin  via @grtvnews,HarvardBaldrige,FL,0,False,2021-06-02,72,2,COVID Deaths Plunge after Major World City Introduces Ivermectin via @USER,1,0
200542,1430960259691073540,"Antibodies, ivermectin and z-pack. Alabama congressman ",keirabell318,Florida,0,False,2021-08-26,84,3,"Antibodies, ivermectin and z-pack. Alabama congressman",0,0
158451,1440324076183031808,"@maggieKTVB7 85% of Covid deaths could have been prevented with Ivermectin-Dr Pierre Kory

You are either outraged or complicit",Gavin08031,Idaho,2,False,2021-09-21,87,3,@USER 85% of Covid deaths could have been prevented with Ivermectin-Dr Pierre Kory You are either outraged or complicit,2,2
23638,1438540246787010564,Horowitz: Australia admits it is banning ivermectin for COVID because it interferes with universal vaccine agenda ,JeffreyThomas14,Ohio,2,False,2021-09-16,87,3,Horowitz: Australia admits it is banning ivermectin for COVID because it interferes with universal vaccine agenda,2,2
36414,1443172933883600899,"“How Covid Misinformation Created a Run on Ivermectin,” ⁦@erinkwoo⁩ ⁦@nytimes⁩  ",bobbbyg,Maine,0,False,2021-09-29,89,3,"“How Covid Misinformation Created a Run on Ivermectin,” ⁦@USER⁩ ⁦@USER⁩",0,0
175133,1392799712693166087,"8) At least two Indian states have said they plan to dose their populations with the anti-parasitic drug ivermectin to protect against severe Covid infections, which goes against WHO guidelines;",fredwalton216,Pennsylvania,0,False,2021-05-13,69,2,"8) At least two Indian states have said they plan to dose their populations with the anti-parasitic drug ivermectin to protect against severe Covid infections, which goes against WHO guidelines;",0,0
59784,1436497238767898655,"Yes, there is a human version of Ivermectin. It’s called Ivermectin.

Yes, it is very effective against Covid.

Yes, the creators won a Nobel Prize for discovering it.

Yes, the human version is the kind your doctor can prescribe to you to save your life. ",jeffjmiller23,Michigan,2,False,2021-09-11,86,3,"Yes, there is a human version of Ivermectin. It’s called Ivermectin. Yes, it is very effective against Covid. Yes, the creators won a Nobel Prize for discovering it. Yes, the human version is the kind your doctor can prescribe to you to save your life.",2,2
12304,1432737085140709380,'Judge orders hospital to treat Ohio Covid patient with ivermectin': ',MAIN_WNC,North Carolina,2,False,2021-08-31,84,3,'Judge orders hospital to treat Ohio Covid patient with ivermectin': ',2,2
37475,1435021964599517185,COVID patient Pete Lopez dies amid family's ivermectin battle against Memorial Hermann |  ,Steve12537097,Texas,1,False,2021-09-06,85,3,COVID patient Pete Lopez dies amid family's ivermectin battle against Memorial Hermann |,1,1
69062,1434883913818718217,"@JDVance1 I'm sick and tired of far-right wingnuts who fuel the flames of anger &amp; violence and pander to the ignorant and uninformed. Through their words and actions, they are killing their own followers. The antivaxxers, COVID deniers, the Ivermectin crowd -- they're the ones dying.",Bamboozle8787,North Carolina,2,False,2021-09-06,85,3,"@USER I'm sick and tired of far-right wingnuts who fuel the flames of anger &amp; violence and pander to the ignorant and uninformed. Through their words and actions, they are killing their own followers. The antivaxxers, COVID deniers, the Ivermectin crowd -- they're the ones dying.",2,2
113710,1425864895401234439,@w_terrence Don’t forget to get some ivermectin to complete your vaccine.,TX_Timetraveler,Texas,2,False,2021-08-12,82,3,@USER Don’t forget to get some ivermectin to complete your vaccine.,2,2
167021,1463740244059168769,"@RedpillLiberal @Shortrosen Ivermectin is not listed by the Japanese government as an approved medication to treat COVID

More importantly, Japan didn't approve Ivermectin

I even fixed the chart for you. This is the effect of Japan’s excellent “THIRD DOSE” booster plan
 ",PLHartungRN,New Jersey,1,True,2021-11-25,97,3,"@USER @USER Ivermectin is not listed by the Japanese government as an approved medication to treat COVID More importantly, Japan didn't approve Ivermectin I even fixed the chart for you. This is the effect of Japan’s excellent “THIRD DOSE” booster plan",1,1
93453,1434216904328089603,Horse and livestock owners who buy ivermectin dewormer at their local feed shops are seeing changes amid reports of people using the drug. ,PatchCalifornia,California,0,False,2021-09-04,85,3,Horse and livestock owners who buy ivermectin dewormer at their local feed shops are seeing changes amid reports of people using the drug.,0,0
174270,1418683796384362496,"The sister of a friend who just got covid started getting sick really fast.  I told her about Ivermectin. It is two days later after she started her course and she is feeling much better.

I don't see the need to get the vaccine when other medicines work better.",ThomasCoutouzis,NC,2,False,2021-07-23,79,3,The sister of a friend who just got covid started getting sick really fast. I told her about Ivermectin. It is two days later after she started her course and she is feeling much better. I don't see the need to get the vaccine when other medicines work better.,2,2
61219,1434156455947423744,@PierreKory Any thoughts if you should stay on ivermectin prophylactically if you have recently recovered from Covid but do not have long Covid but just being prepared for the next variant?,medford_joe,Oregon,0,False,2021-09-04,85,3,@USER Any thoughts if you should stay on ivermectin prophylactically if you have recently recovered from Covid but do not have long Covid but just being prepared for the next variant?,0,0
188355,1448907653028061186,@thezencomic @ClayTravis The fact that people on this thread think Ivermectin is effective against Covid leads me to believe they’re idiots. It’s for parasites. Rogan’s stat about billions of people taking it is because they took it for parasites. Not Covid. Joe is an idiot’s idea of an intellectual.,stevehamkins,CA,2,False,2021-10-15,91,3,@USER @USER The fact that people on this thread think Ivermectin is effective against Covid leads me to believe they’re idiots. It’s for parasites. Rogan’s stat about billions of people taking it is because they took it for parasites. Not Covid. Joe is an idiot’s idea of an intellectual.,1,2
113628,1427840664583081986,"@FactsOvrFiction @redwolftrash @poet5330 @DaveVescio @redwolftrash didn’t say “only horses”. It’s used primarily for animals, but can be used in parasitic infections in humans. Anti  vaxxers will do this but not take the vaccine. Ivermectin can cause an array of issues in humans.",get_crazy__,California,1,False,2021-08-18,83,3,"@USER @USER @USER @USER @USER didn’t say “only horses”. It’s used primarily for animals, but can be used in parasitic infections in humans. Anti vaxxers will do this but not take the vaccine. Ivermectin can cause an array of issues in humans.",1,1
11070,1432097089115230210,"Seriously, do not take ivermectin to treat COVID ",CrazyBob48,Oregon,1,False,2021-08-29,84,3,"Seriously, do not take ivermectin to treat COVID",1,1
145195,1431260542396772358,"@nytimes You left out… But nin countries that take anti-malarial‘s or antivirals, like ivermectin. They have no serious problems with Covid, and are doing just fine.",DudeAbidesTexas,Texas,2,False,2021-08-27,84,3,"@USER You left out… But nin countries that take anti-malarial‘s or antivirals, like ivermectin. They have no serious problems with Covid, and are doing just fine.",2,2
37385,1433866113008357379,"@FoxNews So if Ivermectin is so dangerous why are all the Afghan refugees coming here after being evacuated from Kabul being forced to take it? 

",conservative559,California,2,False,2021-09-03,85,3,@USER So if Ivermectin is so dangerous why are all the Afghan refugees coming here after being evacuated from Kabul being forced to take it?,0,2
188213,1445388809152106498,"Ohio COVID-19 patient treated with ivermectin dies, attorney says ",cleveland19news,OH,1,False,2021-10-05,89,3,"Ohio COVID-19 patient treated with ivermectin dies, attorney says",1,1
206041,1433937400376475657,@GeorgeTakei But it's OK to recommend it for refugees heading to other nations? Harmless to try IVM for human consumption. More have died from the covid vax than have from Ivermectin. And that's going back to the 70's. Can your vax claim that? ,blackbisect0r,TX,2,False,2021-09-03,85,3,@USER But it's OK to recommend it for refugees heading to other nations? Harmless to try IVM for human consumption. More have died from the covid vax than have from Ivermectin. And that's going back to the 70's. Can your vax claim that?,2,2
